Age,ECC,ECC_413k_notched_out,OMEGA,OBL,Prec,EXI,ETP,EXI_WM
49,0.0147,0.77288,59.47,24.437,0.013,447.35,-0.0381,467.12
50,0.01493,0.76285,46.07,24.416,0.011,449.88,0.0155,469.88
51,0.0152,0.74828,32.57,24.371,0.008,452.43,0.0633,472.79
52,0.0155,0.72928,18.95,24.305,0.005,454.87,0.0913,475.72
53,0.01582,0.70622,5.2,24.218,0.001,457.06,0.105,478.5
54,0.01617,0.6795,351.31,24.113,-0.002,458.83,0.0995,480.95
55,0.01654,0.6495,337.27,23.992,-0.006,460,0.0847,482.87
56,0.01693,0.6165,323.07,23.859,-0.01,460.41,0.0562,484.07
57,0.01734,0.5811,308.72,23.715,-0.014,459.91,0.0157,484.37
58,0.01776,0.54338,294.21,23.565,-0.016,458.39,-0.045,483.63
59,0.0182,0.50383,279.55,23.411,-0.018,455.8,-0.1338,481.77
60,0.01865,0.46273,264.74,23.258,-0.019,452.14,-0.2613,478.78
61,0.0191,0.42048,249.78,23.108,-0.018,447.51,-0.4298,474.72
62,0.01957,0.37707,234.69,22.965,-0.016,442.09,-0.6462,469.77
63,0.02004,0.33298,219.48,22.831,-0.013,436.12,-0.9073,464.16
64,0.02052,0.28822,204.14,22.71,-0.008,429.91,-1.2085,458.22
65,0.02101,0.24327,188.71,22.603,-0.003,423.84,-1.5341,452.32
66,0.0215,0.19793,173.17,22.514,0.003,418.27,-1.8699,446.85
67,0.02199,0.15258,157.56,22.442,0.008,413.57,-2.1942,442.2
68,0.02249,0.10744,141.88,22.391,0.014,410.07,-2.4837,438.74
69,0.023,0.06248,126.14,22.36,0.019,408.05,-2.7164,436.73
70,0.0235,0.01782,110.35,22.35,0.022,407.69,-2.8695,436.4
71,0.02402,0.02656,94.54,22.36,0.024,409.08,-2.9261,437.83
72,0.02453,0.07026,78.7,22.39,0.024,412.19,-2.8684,441
73,0.02506,0.11348,62.85,22.44,0.022,416.9,-2.6941,445.78
74,0.02558,0.15612,47,22.507,0.019,422.94,-2.3997,451.88
75,0.02611,0.19798,31.16,22.59,0.014,429.97,-1.9995,458.93
76,0.02665,0.23927,15.33,22.687,0.007,437.53,-1.5058,466.46
77,0.02719,0.27979,359.52,22.797,-0,445.14,-0.9472,473.95
78,0.02773,0.31944,343.74,22.916,-0.008,452.26,-0.3531,480.84
79,0.02828,0.35822,327.98,23.043,-0.015,458.38,0.2433,486.62
80,0.02884,0.39623,312.25,23.175,-0.021,463.07,0.81,490.84
81,0.0294,0.43347,296.54,23.31,-0.026,465.99,1.3158,493.14
82,0.02996,0.46964,280.87,23.444,-0.029,466.91,1.7326,493.33
83,0.03053,0.50504,265.23,23.576,-0.03,465.81,2.0412,491.4
84,0.0311,0.53958,249.61,23.703,-0.029,462.8,2.2324,487.48
85,0.03167,0.57315,234.01,23.822,-0.026,458.15,2.3016,481.89
86,0.03225,0.60576,218.43,23.932,-0.02,452.28,2.2574,475.1
87,0.03282,0.6373,202.87,24.03,-0.013,445.69,2.1143,467.64
88,0.0334,0.66798,187.31,24.115,-0.004,438.95,1.8969,460.11
89,0.03398,0.69769,171.75,24.184,0.005,432.63,1.625,453.11
90,0.03456,0.72635,156.19,24.236,0.014,427.28,1.3319,447.22
91,0.03513,0.75393,140.61,24.27,0.022,423.36,1.0436,442.93
92,0.0357,0.78037,125.02,24.285,0.029,421.23,0.7867,440.63
93,0.03626,0.80574,109.41,24.281,0.034,421.14,0.5844,440.56
94,0.03682,0.82995,93.75,24.256,0.037,423.16,0.4584,442.81
95,0.03736,0.85301,78.06,24.212,0.037,427.23,0.4211,447.31
96,0.0379,0.87491,62.32,24.147,0.034,433.1,0.4826,453.79
97,0.03842,0.89536,46.53,24.065,0.028,440.36,0.6378,461.86
98,0.03894,0.91465,30.67,23.964,0.02,448.47,0.8735,470.92
99,0.03943,0.9325,14.74,23.849,0.01,456.74,1.1618,480.26
100,0.03991,0.9488,358.73,23.719,-0.001,464.41,1.4695,489.08
101,0.04037,0.96376,342.64,23.579,-0.012,470.73,1.7574,496.55
102,0.04081,0.97707,326.47,23.432,-0.023,474.98,1.9897,501.92
103,0.04123,0.98884,310.2,23.28,-0.031,476.59,2.134,504.54
104,0.04162,0.99887,293.85,23.127,-0.038,475.23,2.1706,504.01
105,0.04199,1.0072,277.4,22.978,-0.042,470.81,2.0808,500.2
106,0.04234,1.0135,260.86,22.836,-0.042,463.53,1.8653,493.31
107,0.04265,1.0181,244.24,22.706,-0.038,453.91,1.5247,483.82
108,0.04293,1.0206,227.54,22.591,-0.032,442.67,1.0805,472.48
109,0.04318,1.0211,210.78,22.494,-0.022,430.73,0.5499,460.26
110,0.04341,1.0193,193.96,22.42,-0.01,419.06,-0.0251,448.19
111,0.04359,1.0156,177.1,22.37,0.002,408.61,-0.61,437.28
112,0.04374,1.0094,160.21,22.346,0.015,400.23,-1.1566,428.44
113,0.04386,1.0009,143.31,22.349,0.026,394.61,-1.6226,422.4
114,0.04394,0.99009,126.41,22.38,0.035,392.2,-1.9642,419.66
115,0.04398,0.97678,109.54,22.438,0.041,393.21,-2.1456,420.46
116,0.04399,0.96086,92.71,22.52,0.044,397.6,-2.1407,424.74
117,0.04395,0.94244,75.93,22.625,0.043,405.1,-1.9396,432.2
118,0.04388,0.92131,59.22,22.75,0.038,415.17,-1.5455,442.29
119,0.04377,0.89767,42.59,22.891,0.03,427.07,-0.9874,454.21
120,0.04362,0.87115,26.04,23.043,0.019,439.91,-0.3042,467.02
121,0.04343,0.84191,9.59,23.202,0.007,452.72,0.45,479.71
122,0.04321,0.80998,353.23,23.364,-0.005,464.51,1.2228,491.26
123,0.04294,0.77535,336.98,23.523,-0.017,474.37,1.954,500.73
124,0.04264,0.73782,320.82,23.676,-0.027,481.6,2.6061,507.44
125,0.04231,0.6976,304.76,23.818,-0.035,485.71,3.1349,510.92
126,0.04194,0.65467,288.8,23.945,-0.04,486.53,3.5239,511.01
127,0.04153,0.60904,272.92,24.054,-0.041,484.15,3.7499,507.85
128,0.04109,0.56071,257.12,24.142,-0.04,478.95,3.8138,501.87
129,0.04063,0.50977,241.39,24.207,-0.036,471.51,3.7144,493.7
130,0.04013,0.45623,225.73,24.247,-0.029,462.57,3.4693,484.1
131,0.0396,0.40038,210.14,24.262,-0.02,452.91,3.0952,473.91
132,0.03906,0.34211,194.59,24.251,-0.01,443.29,2.6229,463.91
133,0.03849,0.28162,179.08,24.214,0.001,434.42,2.0796,454.81
134,0.0379,0.21901,163.62,24.154,0.011,426.86,1.5047,447.23
135,0.0373,0.15457,148.18,24.071,0.02,421.05,0.9271,441.56
136,0.03668,0.0883,132.77,23.967,0.027,417.23,0.3857,438.1
137,0.03605,0.02048,117.39,23.847,0.032,415.52,-0.0937,436.94
138,0.03542,0.04869,102.02,23.712,0.035,415.86,-0.4877,437.98
139,0.03478,0.11892,86.66,23.568,0.035,418.04,-0.7843,441.05
140,0.03415,0.18992,71.32,23.417,0.032,421.77,-0.9767,445.77
141,0.03352,0.2614,56,23.265,0.028,426.64,-1.0711,451.73
142,0.03291,0.33317,40.69,23.116,0.021,432.17,-1.0781,458.41
143,0.03231,0.40466,25.41,22.974,0.014,437.9,-1.0145,465.26
144,0.03173,0.47556,10.16,22.844,0.006,443.34,-0.901,471.77
145,0.03118,0.5456,354.95,22.729,-0.003,448.07,-0.76,477.46
146,0.03066,0.61409,339.78,22.632,-0.011,451.74,-0.6142,481.93
147,0.03017,0.68066,324.67,22.557,-0.017,454.11,-0.48,484.89
148,0.02972,0.74481,309.63,22.505,-0.023,455.06,-0.3762,486.2
149,0.02931,0.80577,294.66,22.478,-0.027,454.57,-0.3062,485.83
150,0.02896,0.86346,279.76,22.476,-0.029,452.74,-0.2781,483.9
151,0.02865,0.91691,264.96,22.498,-0.029,449.75,-0.2876,480.57
152,0.0284,0.96572,250.23,22.544,-0.027,445.86,-0.3355,476.15
153,0.02821,1.0094,235.59,22.611,-0.023,441.35,-0.4044,470.96
154,0.02808,1.0472,221.04,22.698,-0.018,436.54,-0.496,465.35
155,0.028,1.0789,206.56,22.8,-0.013,431.73,-0.5872,459.66
156,0.02799,1.104,192.14,22.915,-0.006,427.23,-0.6838,454.24
157,0.02804,1.1219,177.79,23.039,0.001,423.31,-0.7624,449.41
158,0.02815,1.1326,163.47,23.169,0.008,420.22,-0.8282,445.44
159,0.02832,1.136,149.18,23.301,0.015,418.17,-0.8632,442.57
160,0.02854,1.1318,134.91,23.432,0.02,417.32,-0.875,441
161,0.02882,1.1202,120.64,23.557,0.025,417.81,-0.8468,440.85
162,0.02914,1.1012,106.36,23.676,0.028,419.7,-0.7834,442.23
163,0.02951,1.0753,92.06,23.783,0.029,422.99,-0.6724,445.12
164,0.02991,1.0425,77.72,23.879,0.029,427.63,-0.5188,449.5
165,0.03036,1.0034,63.33,23.96,0.027,433.46,-0.3114,455.18
166,0.03083,0.95849,48.89,24.026,0.023,440.25,-0.0602,461.95
167,0.03133,0.90813,34.38,24.075,0.018,447.69,0.2395,469.49
168,0.03186,0.85295,19.8,24.107,0.011,455.38,0.5749,477.38
169,0.0324,0.79333,5.15,24.122,0.003,462.87,0.9413,485.14
170,0.03296,0.72995,350.42,24.119,-0.005,469.64,1.3186,492.24
171,0.03353,0.66329,335.6,24.1,-0.014,475.19,1.6953,498.17
172,0.03411,0.59383,320.7,24.064,-0.022,479.04,2.0436,502.42
173,0.0347,0.52216,305.71,24.014,-0.028,480.8,2.3449,504.58
174,0.03528,0.44845,290.63,23.95,-0.033,480.2,2.5711,504.34
175,0.03587,0.37359,275.45,23.873,-0.036,477.15,2.7019,501.59
176,0.03645,0.29777,260.19,23.784,-0.036,471.71,2.7174,496.38
177,0.03703,0.22137,244.83,23.687,-0.034,464.16,2.6033,489.01
178,0.0376,0.14477,229.39,23.582,-0.029,454.95,2.3594,479.91
179,0.03816,0.06827,213.85,23.471,-0.021,444.67,1.9878,469.68
180,0.03872,0.00755,198.22,23.356,-0.012,434.02,1.5086,459.05
181,0.03926,0.0827,182.51,23.24,-0.002,423.71,0.9446,448.77
182,0.03979,0.15669,166.71,23.124,0.009,414.46,0.336,439.58
183,0.04031,0.22943,150.84,23.011,0.02,406.92,-0.2792,432.16
184,0.04081,0.30063,134.88,22.902,0.029,401.6,-0.8523,427.06
185,0.0413,0.36989,118.85,22.8,0.036,398.89,-1.3396,424.69
186,0.04178,0.43723,102.75,22.707,0.041,398.99,-1.7013,425.26
187,0.04224,0.50234,86.59,22.626,0.042,401.91,-1.9093,428.81
188,0.04268,0.56524,70.37,22.557,0.04,407.48,-1.9365,435.1
189,0.04311,0.62553,54.1,22.502,0.035,415.3,-1.7838,443.74
190,0.04353,0.68322,37.79,22.464,0.027,424.81,-1.452,454.1
191,0.04393,0.73811,21.45,22.444,0.016,435.27,-0.9652,465.4
192,0.04432,0.79011,5.08,22.442,0.004,445.83,-0.3567,476.71
193,0.04469,0.83912,348.7,22.459,-0.009,455.62,0.3258,487.07
194,0.04505,0.88523,332.32,22.496,-0.021,463.78,1.0352,495.57
195,0.0454,0.92816,315.94,22.552,-0.032,469.59,1.7125,501.45
196,0.04573,0.9679,299.58,22.627,-0.04,472.53,2.3102,504.14
197,0.04605,1.0045,283.23,22.719,-0.045,472.37,2.7816,503.41
198,0.04635,1.0377,266.93,22.828,-0.046,469.16,3.1027,499.34
199,0.04664,1.0677,250.66,22.951,-0.044,463.26,3.2492,492.34
200,0.04692,1.0944,234.44,23.086,-0.038,455.27,3.2308,483.07
201,0.04719,1.1177,218.27,23.23,-0.029,445.97,3.0539,472.39
202,0.04744,1.1377,202.16,23.38,-0.018,436.23,2.7593,461.26
203,0.04768,1.1546,186.1,23.533,-0.005,426.95,2.3816,450.63
204,0.0479,1.168,170.1,23.685,0.008,418.95,1.9719,441.39
205,0.04811,1.1782,154.16,23.833,0.021,412.93,1.5752,434.28
206,0.0483,1.1852,138.27,23.973,0.032,409.41,1.2427,429.87
207,0.04848,1.189,122.43,24.102,0.041,408.75,1.0076,428.52
208,0.04864,1.1898,106.64,24.216,0.047,411.08,0.9058,430.38
209,0.04879,1.1874,90.87,24.313,0.049,416.33,0.9439,435.38
210,0.04892,1.1819,75.14,24.39,0.047,424.23,1.1303,443.23
211,0.04904,1.1735,59.42,24.444,0.042,434.28,1.4511,453.43
212,0.04913,1.1622,43.72,24.475,0.034,445.83,1.8821,465.32
213,0.04921,1.1481,28.01,24.48,0.023,458.04,2.3864,478.03
214,0.04926,1.1312,12.29,24.459,0.01,469.98,2.9253,490.62
215,0.04929,1.1117,356.55,24.412,-0.003,480.68,3.4456,502.07
216,0.0493,1.0896,340.77,24.338,-0.016,489.2,3.907,511.41
217,0.04929,1.0649,324.95,24.24,-0.028,494.74,4.2589,517.81
218,0.04926,1.0377,309.07,24.118,-0.038,496.72,4.4682,520.64
219,0.04919,1.0082,293.12,23.975,-0.045,494.83,4.5033,519.55
220,0.0491,0.97649,277.1,23.813,-0.049,489.13,4.3519,514.53
221,0.04899,0.94263,261,23.637,-0.048,479.96,4.0037,505.95
222,0.04885,0.90655,244.8,23.45,-0.044,468,3.476,494.44
223,0.04867,0.86844,228.5,23.258,-0.036,454.16,2.7868,480.92
224,0.04847,0.82841,212.1,23.064,-0.026,439.5,1.9778,466.46
225,0.04823,0.78664,195.6,22.875,-0.013,425.1,1.0899,452.2
226,0.04797,0.74303,179,22.695,0.001,412.02,0.1815,439.23
227,0.04767,0.69779,162.3,22.53,0.014,401.18,-0.6917,428.5
228,0.04734,0.651,145.53,22.385,0.027,393.28,-1.4685,420.79
229,0.04697,0.60248,128.68,22.264,0.037,388.8,-2.1023,416.61
230,0.04657,0.5527,111.77,22.171,0.043,387.98,-2.5491,416.19
231,0.04614,0.50157,94.83,22.109,0.046,390.76,-2.7896,419.48
232,0.04567,0.44909,77.86,22.079,0.045,396.84,-2.8149,426.15
233,0.04517,0.39536,60.89,22.084,0.039,405.67,-2.643,435.62
234,0.04463,0.34047,43.95,22.122,0.031,416.49,-2.298,447.04
235,0.04406,0.28461,27.04,22.191,0.02,428.38,-1.8228,459.41
236,0.04345,0.2277,10.2,22.291,0.008,440.35,-1.2585,471.68
237,0.04281,0.17001,353.43,22.417,-0.005,451.39,-0.6494,482.78
238,0.04214,0.11135,336.75,22.566,-0.017,460.66,-0.037,491.83
239,0.04144,0.05203,320.19,22.733,-0.027,467.49,0.5402,498.13
240,0.04071,0.00807,303.74,22.912,-0.034,471.47,1.0554,501.31
241,0.03994,0.06866,287.41,23.099,-0.038,472.52,1.4841,501.3
242,0.03916,0.12972,271.21,23.288,-0.039,470.84,1.8133,498.4
243,0.03834,0.19117,255.14,23.475,-0.037,466.84,2.0361,493.08
244,0.0375,0.25291,239.21,23.654,-0.032,461.15,2.148,486.04
245,0.03664,0.31494,223.4,23.82,-0.025,454.46,2.1508,478.03
246,0.03575,0.37697,207.73,23.971,-0.017,447.48,2.0524,469.85
247,0.03485,0.4389,192.17,24.103,-0.007,440.85,1.8673,462.17
248,0.03394,0.50064,176.74,24.213,0.002,435.14,1.6194,455.58
249,0.03301,0.562,161.43,24.299,0.011,430.73,1.3349,450.51
250,0.03208,0.62277,146.23,24.36,0.018,427.89,1.0483,447.21
251,0.03115,0.68278,131.15,24.396,0.023,426.71,0.785,445.79
252,0.03021,0.74182,116.18,24.406,0.027,427.15,0.5632,446.2
253,0.02928,0.7996,101.32,24.391,0.029,429.04,0.3912,448.25
254,0.02836,0.85604,86.58,24.351,0.028,432.1,0.2647,451.65
255,0.02746,0.91054,71.95,24.29,0.026,436,0.1733,456.06
256,0.02657,0.96302,57.43,24.208,0.022,440.35,0.1055,461.06
257,0.02572,1.013,43.04,24.108,0.018,444.78,0.051,466.25
258,0.0249,1.0602,28.76,23.994,0.012,448.93,0.0009,471.25
259,0.02412,1.104,14.61,23.867,0.006,452.5,-0.0444,475.71
260,0.02338,1.1442,0.59,23.732,0,455.26,-0.0923,479.37
261,0.02271,1.1802,346.68,23.591,-0.005,457.05,-0.1409,482.06
262,0.0221,1.2115,332.9,23.449,-0.01,457.8,-0.1988,483.66
263,0.02156,1.2377,319.23,23.309,-0.014,457.51,-0.2676,484.17
264,0.0211,1.2581,305.65,23.174,-0.017,456.25,-0.3588,483.62
265,0.02072,1.2727,292.15,23.046,-0.019,454.11,-0.4682,482.08
266,0.02043,1.2807,278.71,22.93,-0.02,451.23,-0.6062,479.68
267,0.02023,1.2818,265.3,22.826,-0.02,447.72,-0.7591,476.54
268,0.02013,1.276,251.87,22.737,-0.019,443.75,-0.9359,472.81
269,0.02012,1.2628,238.41,22.665,-0.017,439.43,-1.1194,468.61
270,0.0202,1.2424,224.88,22.611,-0.014,434.92,-1.3155,464.11
271,0.02037,1.2148,211.25,22.574,-0.011,430.37,-1.5036,459.45
272,0.02062,1.1801,197.49,22.556,-0.006,425.93,-1.6925,454.81
273,0.02094,1.1385,183.58,22.555,-0.001,421.79,-1.8632,450.4
274,0.02134,1.0906,169.52,22.571,0.004,418.16,-2.0217,446.42
275,0.02179,1.0365,155.3,22.604,0.009,415.25,-2.1517,443.15
276,0.02229,0.97701,140.91,22.651,0.014,413.27,-2.2572,440.79
277,0.02284,0.91237,126.36,22.711,0.018,412.44,-2.3169,439.59
278,0.02343,0.8432,111.66,22.783,0.022,412.94,-2.3295,439.74
279,0.02404,0.77008,96.82,22.865,0.024,414.87,-2.2763,441.37
280,0.02468,0.69339,81.85,22.954,0.024,418.28,-2.1556,444.53
281,0.02532,0.6139,66.76,23.048,0.023,423.12,-1.9529,449.16
282,0.02598,0.5319,51.57,23.147,0.02,429.22,-1.6706,455.11
283,0.02664,0.44787,36.27,23.248,0.016,436.31,-1.3049,462.08
284,0.0273,0.36231,20.9,23.348,0.01,444,-0.8691,469.65
285,0.02795,0.27577,5.45,23.447,0.003,451.81,-0.374,477.36
286,0.0286,0.18847,349.93,23.542,-0.005,459.21,0.1619,484.63
287,0.02923,0.10078,334.35,23.632,-0.013,465.63,0.7109,490.89
288,0.02984,0.01319,318.72,23.714,-0.02,470.57,1.2486,495.6
289,0.03043,0.07412,303.05,23.789,-0.026,473.58,1.7408,498.33
290,0.03101,0.16065,287.32,23.854,-0.03,474.38,2.1625,498.8
291,0.03156,0.24641,271.56,23.907,-0.032,472.85,2.4857,496.86
292,0.03208,0.33073,255.76,23.949,-0.031,469.08,2.6914,492.65
293,0.03258,0.41369,239.92,23.978,-0.028,463.34,2.7628,486.47
294,0.03305,0.49492,224.04,23.993,-0.023,456.09,2.7004,478.77
295,0.03349,0.57421,208.13,23.993,-0.016,447.91,2.5037,470.18
296,0.03391,0.65129,192.17,23.979,-0.007,439.46,2.1905,461.39
297,0.03429,0.72596,176.17,23.949,0.002,431.42,1.781,453.1
298,0.03464,0.79821,160.13,23.906,0.012,424.41,1.3077,445.98
299,0.03496,0.86767,144.04,23.847,0.021,418.99,0.8066,440.58
300,0.03525,0.93423,127.9,23.776,0.028,415.56,0.3227,437.34
301,0.03551,0.99771,111.7,23.692,0.033,414.37,-0.1108,436.52
302,0.03574,1.0579,95.45,23.598,0.036,415.5,-0.4498,438.21
303,0.03594,1.115,79.13,23.494,0.035,418.83,-0.6731,442.26
304,0.03611,1.1685,62.75,23.384,0.032,424.08,-0.7625,448.39
305,0.03625,1.2186,46.31,23.27,0.026,430.78,-0.7198,456.09
306,0.03636,1.2648,29.79,23.154,0.018,438.32,-0.5528,464.71
307,0.03644,1.3076,13.21,23.041,0.008,445.98,-0.287,473.49
308,0.0365,1.3464,356.57,22.931,-0.002,453.03,0.0519,481.58
309,0.03653,1.3812,339.86,22.83,-0.013,458.73,0.4254,488.24
310,0.03653,1.412,323.09,22.74,-0.022,462.48,0.7981,492.75
311,0.0365,1.439,306.27,22.664,-0.029,463.84,1.1246,494.64
312,0.03645,1.4618,289.41,22.605,-0.034,462.62,1.3707,493.69
313,0.03638,1.4807,272.51,22.565,-0.036,458.9,1.4987,489.96
314,0.03628,1.4954,255.58,22.546,-0.035,453.01,1.4926,483.77
315,0.03616,1.5059,238.64,22.549,-0.031,445.49,1.3452,475.73
316,0.03602,1.5124,221.69,22.575,-0.024,437.08,1.0727,466.6
317,0.03586,1.5147,204.76,22.624,-0.015,428.55,0.698,457.24
318,0.03567,1.513,187.85,22.694,-0.005,420.7,0.2656,448.49
319,0.03547,1.5071,170.97,22.784,0.006,414.24,-0.1809,441.13
320,0.03525,1.497,154.13,22.891,0.015,409.75,-0.5797,435.79
321,0.03501,1.4831,137.34,23.014,0.024,407.64,-0.8886,432.91
322,0.03475,1.4652,120.6,23.148,0.03,408.11,-1.0563,432.71
323,0.03447,1.4433,103.93,23.289,0.033,411.17,-1.0661,435.23
324,0.03418,1.4175,87.31,23.435,0.034,416.64,-0.9067,440.26
325,0.03386,1.388,70.76,23.579,0.032,424.14,-0.6005,447.41
326,0.03354,1.3548,54.26,23.719,0.027,433.14,-0.1674,456.15
327,0.03319,1.318,37.82,23.851,0.02,443,0.3452,465.8
328,0.03283,1.2776,21.42,23.97,0.012,452.96,0.9046,475.61
329,0.03245,1.2338,5.07,24.074,0.003,462.29,1.4642,484.8
330,0.03206,1.1866,348.74,24.159,-0.006,470.25,1.9897,492.66
331,0.03165,1.1361,332.43,24.223,-0.015,476.26,2.4399,498.57
332,0.03123,1.0826,316.12,24.264,-0.022,479.85,2.785,502.1
333,0.03078,1.0261,299.81,24.28,-0.027,480.79,2.9928,502.96
334,0.03033,0.96665,283.48,24.272,-0.029,479.05,3.0471,501.21
335,0.02985,0.90452,267.12,24.238,-0.03,474.84,2.9379,496.99
336,0.02936,0.83979,250.72,24.18,-0.028,468.56,2.6701,490.76
337,0.02886,0.77255,234.27,24.099,-0.023,460.76,2.2565,483.06
338,0.02833,0.7029,217.74,23.996,-0.017,452.08,1.7299,474.53
339,0.02779,0.63113,201.14,23.874,-0.01,443.21,1.12,465.9
340,0.02723,0.55743,184.45,23.735,-0.002,434.8,0.4736,457.81
341,0.02666,0.4818,167.66,23.585,0.006,427.44,-0.1725,450.87
342,0.02607,0.40452,150.75,23.425,0.013,421.58,-0.776,445.53
343,0.02546,0.32561,133.74,23.261,0.018,417.53,-1.309,442.12
344,0.02484,0.24525,116.6,23.096,0.022,415.45,-1.7472,440.76
345,0.02419,0.16364,99.35,22.937,0.024,415.31,-2.0802,441.45
346,0.02353,0.08106,81.97,22.787,0.023,416.92,-2.3071,443.97
347,0.02286,0.00238,64.47,22.65,0.021,419.97,-2.4375,447.93
348,0.02217,0.0865,46.86,22.531,0.016,424.01,-2.484,452.88
349,0.02146,0.1712,29.13,22.433,0.01,428.52,-2.472,458.24
350,0.02074,0.25619,11.31,22.359,0.004,432.98,-2.4215,463.41
351,0.02,0.34118,353.38,22.312,-0.002,436.89,-2.3574,467.87
352,0.01925,0.42607,335.38,22.291,-0.008,439.85,-2.3,471.15
353,0.01848,0.51068,317.29,22.298,-0.013,441.61,-2.2638,472.99
354,0.01771,0.59461,299.14,22.333,-0.015,442.09,-2.2568,473.32
355,0.01692,0.67757,280.92,22.393,-0.017,441.36,-2.2766,472.2
356,0.01612,0.75918,262.63,22.478,-0.016,439.68,-2.318,469.93
357,0.01531,0.83906,244.28,22.583,-0.014,437.4,-2.3643,466.9
358,0.0145,0.91672,225.85,22.707,-0.01,434.92,-2.4037,463.58
359,0.01368,0.99119,207.34,22.844,-0.006,432.69,-2.4133,460.43
360,0.01285,1.0618,188.71,22.993,-0.002,431.06,-2.3848,457.9
361,0.01203,1.1273,169.94,23.147,0.002,430.33,-2.3011,456.29
362,0.01121,1.1858,151,23.304,0.005,430.67,-2.1651,455.8
363,0.01039,1.2352,131.81,23.459,0.008,432.12,-1.9645,456.5
364,0.00959,1.2724,112.32,23.608,0.009,434.59,-1.7249,458.28
365,0.0088,1.2947,92.43,23.749,0.009,437.87,-1.4368,460.97
366,0.00803,1.2995,72.02,23.878,0.008,441.67,-1.143,464.25
367,0.0073,1.2861,50.94,23.994,0.006,445.61,-0.8332,467.76
368,0.00662,1.2563,29,24.092,0.003,449.33,-0.5587,471.11
369,0.00599,1.213,6,24.173,0.001,452.47,-0.3143,473.95
370,0.00545,1.1598,341.73,24.235,-0.002,454.76,-0.1363,475.99
371,0.00502,1.1,316.07,24.277,-0.003,456,-0.0208,477.05
372,0.00473,1.0359,289.13,24.299,-0.004,456.12,0.019,477.05
373,0.0046,0.96919,261.33,24.301,-0.005,455.19,-0.011,476.07
374,0.00463,0.90128,233.4,24.284,-0.004,453.37,-0.1024,474.27
375,0.00483,0.83317,206.11,24.248,-0.002,450.94,-0.2414,471.93
376,0.00516,0.76516,179.99,24.194,0,448.21,-0.4128,469.37
377,0.0056,0.69812,155.21,24.123,0.002,445.51,-0.5929,466.93
378,0.00611,0.63232,131.71,24.038,0.005,443.15,-0.766,464.94
379,0.00668,0.56779,109.3,23.94,0.006,441.39,-0.9185,463.62
380,0.00728,0.50498,87.77,23.831,0.007,440.36,-1.0345,463.13
381,0.00789,0.44411,66.93,23.713,0.007,440.1,-1.1142,463.52
382,0.00852,0.38527,46.63,23.589,0.006,440.55,-1.1541,464.67
383,0.00914,0.32835,26.73,23.461,0.004,441.52,-1.1669,466.41
384,0.00975,0.27375,7.15,23.331,0.001,442.73,-1.1568,468.41
385,0.01036,0.22137,347.81,23.201,-0.002,443.85,-1.1435,470.31
386,0.01094,0.1714,328.66,23.075,-0.006,444.55,-1.1355,471.76
387,0.01152,0.12364,309.64,22.954,-0.009,444.52,-1.1495,472.41
388,0.01206,0.0784,290.74,22.841,-0.011,443.53,-1.1971,471.99
389,0.01259,0.03566,271.92,22.738,-0.013,441.5,-1.2901,470.41
390,0.01308,0.00456,253.17,22.646,-0.013,438.44,-1.4295,467.66
391,0.01356,0.04228,234.47,22.568,-0.011,434.55,-1.6189,463.95
392,0.014,0.07749,215.81,22.505,-0.008,430.14,-1.8488,459.58
393,0.01441,0.1101,197.2,22.459,-0.004,425.62,-2.1084,455
394,0.01479,0.14001,178.62,22.43,0,421.42,-2.3735,450.67
395,0.01514,0.16731,160.08,22.419,0.005,418.01,-2.6218,447.07
396,0.01545,0.192,141.57,22.426,0.01,415.75,-2.8261,444.62
397,0.01573,0.214,123.1,22.452,0.013,414.95,-2.9632,443.63
398,0.01598,0.23339,104.68,22.496,0.015,415.75,-3.0054,444.24
399,0.01619,0.24998,86.3,22.558,0.016,418.15,-2.9448,446.49
400,0.01637,0.26387,67.96,22.636,0.015,422.02,-2.7667,450.2
401,0.01651,0.27497,49.68,22.728,0.013,427.04,-2.4844,455.05
402,0.01662,0.28336,31.45,22.834,0.009,432.81,-2.1057,460.63
403,0.0167,0.28905,13.27,22.95,0.004,438.85,-1.6584,466.41
404,0.01673,0.29204,355.15,23.075,-0.001,444.65,-1.1673,471.87
405,0.01674,0.29223,337.09,23.206,-0.007,449.73,-0.669,476.51
406,0.01671,0.28953,319.08,23.341,-0.011,453.68,-0.1915,479.94
407,0.01665,0.28413,301.12,23.476,-0.014,456.24,0.2364,481.88
408,0.01655,0.27593,283.21,23.608,-0.016,457.29,0.5926,482.22
409,0.01643,0.26493,265.34,23.736,-0.016,456.89,0.8594,481.07
410,0.01627,0.25114,247.51,23.856,-0.015,455.22,1.0296,478.64
411,0.01608,0.23464,229.7,23.965,-0.012,452.62,1.1017,475.28
412,0.01586,0.21535,211.9,24.061,-0.008,449.47,1.0845,471.44
413,0.01562,0.19326,194.11,24.142,-0.004,446.21,0.987,467.57
414,0.01535,0.16856,176.31,24.206,0.001,443.23,0.8304,464.1
415,0.01505,0.14107,158.49,24.251,0.006,440.89,0.6313,461.39
416,0.01473,0.11097,140.64,24.276,0.009,439.42,0.4166,459.71
417,0.01439,0.07817,122.72,24.281,0.012,438.94,0.2003,459.19
